book_title	book_series	author	rating	number_of_rating	review_count	number_of_pages	publishing_date	complete_plot	places	characters
The Fault in Our Stars		John Green	4.2	3574522	155834	313	['January', '10th', '2012']	"[<span id=""freeTextContainer7767055676086338428"">Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.<br><br/>Insightful, bold, irreverent, and raw, The Fault in Our Stars</br></span>, <span id=""freeText7767055676086338428"" style=""display:none"">Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.<br/><br/>Insightful, bold, irreverent, and raw, The Fault in Our Stars is award-winning author John Green's most ambitious and heartbreaking work yet, brilliantly exploring the funny, thrilling, and tragic business of being alive and in love.</span>]"	Indianapolis, Indiana,Amsterdam,	Hazel Grace Lancaster,Augustus Waters,Isaac,
